transaction_id,customer_id,product_id,purchase_date,season,purchase_amount,discount_applied,discount_percentage,promo_code_used,shipping_type,review_rating,size_purchased,color_purchased
4039,1106,2016,2024-01-13,Winter,94.35,Yes,15,No,Standard,3.0,XS,Gray
4040,1106,2008,2024-08-14,Summer,54.0,No,0,No,Express,4.1,S,Orange
4041,1106,2021,2023-07-01,Summer,178.0,No,0,No,Free Shipping,2.3,M,Navy
4042,1106,2001,2023-09-08,Fall,59.0,No,0,No,Free Shipping,2.2,L,Brown
4043,1106,2040,2024-04-26,Spring,75.2,Yes,20,Yes,Free Shipping,4.7,XL,Yellow
4044,1106,2004,2024-06-30,Summer,126.9,Yes,10,Yes,Express,2.9,XS,Blue
4045,1106,2018,2024-02-14,Winter,90.0,No,0,No,Free Shipping,3.3,XS,Navy
4046,1106,2030,2023-09-26,Fall,49.0,No,0,No,Standard,2.3,L,Yellow
4047,1107,2019,2023-12-14,Winter,63.0,No,0,No,Standard,4.6,XS,Blue
4048,1107,2029,2024-10-19,Fall,16.15,Yes,15,No,Standard,4.6,L,Blue
4049,1107,2035,2024-04-06,Spring,111.6,Yes,10,Yes,Standard,4.6,M,Black
4050,1107,2035,2023-08-15,Summer,117.6,Yes,20,Yes,Free Shipping,3.8,XL,Yellow
4051,1107,2045,2023-11-09,Fall,90.0,No,0,No,Standard,4.4,S,Navy
4052,1107,2013,2024-09-14,Fall,43.0,No,0,No,Standard,3.7,S,Pink
4053,1107,2004,2023-11-07,Fall,68.0,No,0,No,Free Shipping,3.7,XL,Green
4054,1107,2016,2024-05-03,Spring,93.0,No,0,No,Free Shipping,4.4,XL,Blue
4055,1107,2008,2024-06-19,Summer,40.8,Yes,15,No,Express,4.8,L,Green
4056,1107,2043,2023-01-15,Winter,135.0,No,0,No,Standard,3.8,S,Navy
4057,1107,2028,2023-10-12,Fall,53.0,No,0,No,Free Shipping,4.6,M,Beige
4058,1107,2034,2024-04-15,Spring,170.0,No,0,No,2-Day Shipping,4.8,XL,Gray
4059,1107,2033,2023-07-27,Summer,66.0,No,0,No,Standard,3.9,M,Brown
4060,1107,2045,2023-03-10,Spring,64.0,No,0,No,Free Shipping,4.2,XS,Orange
4061,1107,2027,2023-02-27,Winter,278.0,No,0,No,Express,3.6,S,Purple
4062,1108,2024,2024-10-28,Fall,103.7,Yes,15,No,Free Shipping,2.1,XL,Red
4063,1108,2001,2023-04-04,Spring,69.3,Yes,10,No,Standard,4.7,M,Black
4064,1108,2039,2023-08-01,Summer,111.0,Yes,25,No,Free Shipping,3.4,XS,Blue
4065,1108,2009,2024-10-11,Fall,44.1,Yes,10,Yes,Standard,3.4,XL,Gray
4066,1108,2045,2024-09-04,Fall,69.0,Yes,25,Yes,Standard,4.6,L,Orange
4067,1109,2031,2024-10-20,Fall,22.0,No,0,No,Free Shipping,4.3,XS,Red
4068,1109,2034,2024-02-21,Winter,142.4,Yes,20,Yes,Free Shipping,4.1,M,Red
4069,1109,2039,2024-06-28,Summer,107.1,Yes,30,Yes,Express,3.8,S,Beige
4070,1109,2037,2023-01-07,Winter,151.0,No,0,No,Express,4.1,S,White
4071,1109,2005,2024-03-18,Spring,58.4,Yes,20,No,Free Shipping,4.3,S,Gray
4072,1109,2023,2023-04-22,Spring,121.6,Yes,20,Yes,Free Shipping,3.8,XS,Yellow
4073,1109,2026,2023-11-04,Fall,73.0,No,0,No,Standard,3.5,L,Orange
4074,1109,2045,2023-06-25,Summer,50.0,No,0,No,Next Day Air,3.5,L,Yellow
4075,1109,2022,2024-09-01,Fall,29.75,Yes,15,No,Express,4.9,M,Blue
4076,1109,2032,2023-05-29,Spring,156.8,Yes,20,Yes,Express,4.0,L,Orange
4077,1110,2034,2024-03-03,Spring,26.0,No,0,No,Next Day Air,3.2,M,Yellow
4078,1110,2037,2023-05-24,Spring,186.0,No,0,No,2-Day Shipping,2.1,S,Yellow
4079,1110,2013,2023-09-20,Fall,43.0,No,0,No,Express,2.1,L,Blue
4080,1110,2036,2024-07-25,Summer,131.0,No,0,No,Free Shipping,4.4,L,Red
4081,1110,2009,2023-04-20,Spring,36.75,Yes,25,Yes,Free Shipping,4.8,XS,Orange
4082,1110,2013,2024-11-06,Fall,49.0,No,0,No,Express,4.7,M,Pink
4083,1110,2031,2024-08-23,Summer,27.2,Yes,20,Yes,Express,2.8,M,White
4084,1110,2033,2024-04-28,Spring,37.0,No,0,No,Next Day Air,2.2,L,Navy
4085,1111,2034,2023-06-04,Summer,157.5,Yes,10,Yes,Express,3.3,XL,Orange
4086,1111,2005,2024-11-07,Fall,68.0,No,0,No,Free Shipping,4.5,S,Orange
4087,1111,2025,2023-03-11,Spring,42.0,No,0,No,Standard,4.1,M,Orange
4088,1111,2040,2024-04-01,Spring,140.0,No,0,No,Express,2.6,L,Blue
4089,1111,2027,2023-12-08,Winter,151.0,No,0,No,Express,4.1,XS,Navy
4090,1111,2043,2023-05-03,Spring,132.0,No,0,No,Express,3.2,XS,Brown
4091,1111,2034,2023-03-03,Spring,156.0,No,0,No,Next Day Air,3.7,XL,Orange
4092,1111,2023,2023-12-01,Winter,156.0,No,0,No,Express,2.8,XS,Purple
4093,1112,2027,2023-03-19,Spring,305.1,Yes,10,Yes,2-Day Shipping,4.2,XS,Pink
4094,1112,2043,2024-04-24,Spring,128.0,No,0,No,Standard,3.5,L,Red
4095,1112,2004,2024-04-21,Spring,107.0,No,0,No,Standard,5.0,M,White
4096,1112,2026,2023-07-06,Summer,79.5,Yes,25,No,Express,4.8,M,Black
4097,1112,2017,2024-09-30,Fall,126.75,Yes,25,Yes,2-Day Shipping,3.5,XL,Yellow
4098,1112,2026,2023-12-01,Winter,137.0,No,0,No,2-Day Shipping,3.6,M,Purple
4099,1112,2031,2024-08-13,Summer,15.2,Yes,20,Yes,Standard,3.5,XL,Black
4100,1112,2040,2023-05-11,Spring,91.2,Yes,20,Yes,Free Shipping,4.9,S,Red
4101,1112,2045,2023-06-17,Summer,84.0,No,0,No,2-Day Shipping,3.6,M,Black
4102,1112,2040,2023-05-21,Spring,90.9,Yes,10,No,Free Shipping,4.0,S,Green
4103,1112,2011,2023-02-20,Winter,47.25,Yes,25,Yes,Standard,4.3,S,Brown
4104,1112,2012,2024-08-15,Summer,47.7,Yes,10,No,Free Shipping,4.9,M,Purple
4105,1113,2024,2023-11-21,Fall,116.2,Yes,30,No,Standard,3.8,XS,Beige
4106,1113,2014,2023-01-17,Winter,63.9,Yes,10,Yes,2-Day Shipping,3.8,XS,Green
4107,1113,2023,2024-10-29,Fall,69.75,Yes,25,No,Standard,4.8,M,Purple
4108,1113,2016,2024-10-24,Fall,112.2,Yes,15,No,Standard,4.2,S,Navy
4109,1113,2020,2024-12-12,Winter,100.0,No,0,No,2-Day Shipping,3.3,M,Blue
4110,1113,2023,2024-09-24,Fall,108.0,No,0,No,Standard,4.0,XL,Navy
4111,1113,2001,2024-11-15,Fall,34.85,Yes,15,No,Standard,3.3,L,Yellow
4112,1113,2028,2024-01-18,Winter,31.0,No,0,No,Standard,3.3,XS,Beige
4113,1113,2040,2023-02-05,Winter,139.0,No,0,No,Standard,4.8,L,Orange
4114,1114,2044,2024-09-04,Fall,294.4,Yes,20,Yes,Standard,4.8,XS,White
4115,1114,2034,2024-05-02,Spring,143.0,No,0,No,Free Shipping,4.7,S,Pink
4116,1114,2004,2024-10-14,Fall,40.0,Yes,20,Yes,Free Shipping,3.4,M,Pink
4117,1114,2022,2024-11-15,Fall,22.4,Yes,30,Yes,Standard,3.6,S,Orange
4118,1114,2009,2023-05-27,Spring,68.0,No,0,No,Free Shipping,4.5,M,Pink
4119,1114,2019,2023-04-18,Spring,60.8,Yes,20,Yes,Next Day Air,3.8,XL,Brown
4120,1114,2035,2024-06-13,Summer,108.0,No,0,No,2-Day Shipping,3.7,M,Green
4121,1114,2019,2024-01-19,Winter,116.1,Yes,10,No,Free Shipping,4.5,XS,Orange
4122,1114,2004,2023-07-22,Summer,62.05,Yes,15,Yes,Standard,3.5,XL,Beige
4123,1114,2030,2024-05-10,Spring,23.8,Yes,30,No,Next Day Air,3.9,L,Pink
4124,1115,2010,2023-09-27,Fall,219.0,No,0,No,Free Shipping,4.2,XL,Blue
4125,1115,2019,2023-12-12,Winter,51.0,Yes,25,No,Express,4.3,XS,Yellow
4126,1115,2009,2023-12-17,Winter,79.5,Yes,25,No,Next Day Air,3.9,S,White
4127,1115,2027,2023-08-21,Summer,284.0,No,0,No,2-Day Shipping,2.4,S,Blue
4128,1115,2034,2023-11-11,Fall,140.0,No,0,No,Standard,5.0,XL,Navy
4129,1116,2023,2024-02-12,Winter,159.0,No,0,No,Standard,5.0,S,Orange
4130,1116,2045,2023-01-18,Winter,55.0,No,0,No,Free Shipping,3.1,S,Pink
4131,1116,2021,2024-06-27,Summer,135.8,Yes,30,Yes,2-Day Shipping,2.7,XL,Navy
4132,1116,2034,2024-01-19,Winter,45.5,Yes,30,Yes,2-Day Shipping,2.7,S,Brown
4133,1116,2008,2024-09-16,Fall,52.0,No,0,No,Next Day Air,2.8,L,Red
4134,1116,2024,2024-02-04,Winter,167.0,No,0,No,Standard,3.4,M,Black
4135,1117,2009,2023-03-18,Spring,72.0,No,0,No,Standard,4.4,XL,Pink
4136,1117,2039,2023-03-10,Spring,105.0,No,0,No,Express,3.5,S,Orange
4137,1117,2039,2023-09-06,Fall,190.0,No,0,No,Express,4.4,S,Gray
4138,1117,2040,2023-12-25,Winter,45.9,Yes,15,No,Standard,4.8,XL,Yellow
4139,1117,2015,2023-06-05,Summer,14.4,Yes,20,Yes,Standard,3.2,M,Brown
4140,1117,2027,2023-04-16,Spring,445.0,No,0,No,Free Shipping,4.0,M,White
4141,1117,2036,2024-07-08,Summer,155.0,No,0,No,2-Day Shipping,3.5,M,Red
4142,1117,2016,2023-02-11,Winter,147.0,No,0,No,Free Shipping,3.7,L,Pink
4143,1117,2024,2023-06-22,Summer,184.0,No,0,No,Standard,3.6,XL,Pink
4144,1118,2043,2024-01-07,Winter,80.0,No,0,No,2-Day Shipping,4.0,L,Green
4145,1118,2036,2023-02-28,Winter,112.8,Yes,20,No,Free Shipping,4.7,M,Green
4146,1118,2018,2024-11-13,Fall,57.0,No,0,No,Standard,2.2,L,Gray
4147,1118,2020,2024-08-22,Summer,82.4,Yes,20,Yes,Free Shipping,2.3,L,Brown
4148,1118,2045,2024-09-13,Fall,78.0,No,0,No,Free Shipping,4.6,XS,Pink
4149,1118,2025,2023-04-21,Spring,33.0,No,0,No,Standard,3.9,XS,White
4150,1118,2029,2023-09-02,Fall,38.0,No,0,No,Free Shipping,4.1,L,Purple
4151,1118,2010,2023-02-10,Winter,168.0,No,0,No,Express,3.3,XL,Black
4152,1118,2034,2024-02-13,Winter,185.0,No,0,No,Next Day Air,3.3,S,Pink
4153,1118,2036,2023-07-05,Summer,63.0,No,0,No,Standard,3.0,L,Orange
4154,1118,2038,2023-01-30,Winter,143.0,No,0,No,Express,4.7,M,Blue
4155,1119,2003,2023-09-12,Fall,75.0,No,0,No,Express,2.1,M,Orange
4156,1119,2032,2023-06-14,Summer,147.0,No,0,No,Free Shipping,4.6,L,Orange
4157,1119,2033,2023-12-23,Winter,119.0,No,0,No,2-Day Shipping,4.5,M,Blue
4158,1119,2001,2024-09-23,Fall,64.0,No,0,No,Standard,4.5,M,White
4159,1119,2042,2023-04-03,Spring,263.0,No,0,No,Free Shipping,3.9,L,Gray
4160,1119,2019,2023-09-29,Fall,135.0,No,0,No,Express,3.0,M,Orange
4161,1119,2041,2023-06-13,Summer,39.2,Yes,30,Yes,Free Shipping,2.9,XL,Red
4162,1119,2036,2024-07-27,Summer,115.2,Yes,10,Yes,Standard,2.6,XL,Yellow
4163,1120,2044,2024-02-19,Winter,187.2,Yes,20,Yes,Next Day Air,3.9,XS,Purple
4164,1120,2017,2023-10-28,Fall,215.0,No,0,No,Express,3.8,XS,Gray
4165,1120,2033,2024-07-15,Summer,39.0,No,0,No,Express,3.7,S,Gray
4166,1120,2045,2023-08-20,Summer,86.0,No,0,No,Standard,3.6,S,Black
4167,1120,2001,2024-09-18,Fall,60.0,No,0,No,Free Shipping,3.9,XL,Gray
4168,1120,2012,2024-02-27,Winter,31.0,No,0,No,Free Shipping,4.2,L,Purple
4169,1120,2041,2023-09-25,Fall,81.0,No,0,No,Express,3.7,S,Blue
4170,1120,2012,2024-07-07,Summer,33.6,Yes,20,Yes,Next Day Air,4.7,S,Orange
4171,1120,2024,2024-07-05,Summer,64.4,Yes,30,No,Free Shipping,4.5,XS,Orange
4172,1120,2024,2024-09-10,Fall,118.0,No,0,No,Free Shipping,4.5,XL,Gray
4173,1120,2038,2024-04-21,Spring,84.0,No,0,No,Free Shipping,3.3,L,Pink
4174,1120,2015,2024-03-22,Spring,14.0,No,0,No,Free Shipping,3.5,XL,Yellow
4175,1121,2010,2023-02-28,Winter,168.0,No,0,No,Standard,4.1,M,White
4176,1121,2020,2023-10-10,Fall,100.8,Yes,10,No,Express,4.1,S,Green
4177,1121,2026,2023-08-09,Summer,108.0,Yes,20,Yes,Free Shipping,3.0,XL,Green
4178,1121,2020,2023-05-28,Spring,109.0,No,0,No,2-Day Shipping,3.8,XL,Black
4179,1121,2033,2024-12-30,Winter,116.0,No,0,No,Next Day Air,2.4,XL,White
4180,1122,2028,2024-06-26,Summer,41.0,No,0,No,Standard,4.5,XL,Orange
4181,1122,2040,2023-07-03,Summer,61.2,Yes,10,No,Standard,3.8,L,Pink
4182,1122,2034,2024-12-18,Winter,150.0,Yes,25,Yes,Standard,3.4,XS,Red
4183,1122,2042,2023-12-30,Winter,145.0,No,0,No,Express,4.8,S,Red
4184,1122,2008,2024-02-16,Winter,33.3,Yes,10,No,Free Shipping,3.8,XL,Red
4185,1122,2013,2023-01-21,Winter,50.4,Yes,20,Yes,Standard,3.4,XL,Black
4186,1122,2001,2023-01-05,Winter,35.0,Yes,30,Yes,2-Day Shipping,4.2,S,Gray
4187,1122,2045,2024-10-13,Fall,74.4,Yes,20,Yes,Free Shipping,3.4,S,Pink
4188,1122,2045,2024-01-19,Winter,52.0,No,0,No,2-Day Shipping,4.5,S,Brown
4189,1122,2044,2023-06-02,Summer,228.9,Yes,30,Yes,2-Day Shipping,4.8,XS,Orange
4190,1123,2037,2023-11-16,Fall,100.8,Yes,30,Yes,2-Day Shipping,3.6,L,Gray
4191,1123,2012,2024-09-09,Fall,29.0,No,0,No,2-Day Shipping,4.8,XL,Green
4192,1123,2038,2024-04-03,Spring,64.0,No,0,No,Standard,2.2,S,Gray
4193,1123,2005,2024-05-17,Spring,59.0,No,0,No,Standard,2.1,L,Orange
4194,1123,2011,2024-11-06,Fall,80.0,No,0,No,2-Day Shipping,3.8,XS,Yellow
4195,1123,2034,2024-11-01,Fall,107.0,No,0,No,Free Shipping,3.7,XL,Green
4196,1123,2025,2024-07-13,Summer,26.25,Yes,25,Yes,Standard,4.3,L,Green
4197,1123,2010,2024-03-21,Spring,158.4,Yes,10,Yes,Express,3.0,L,Red
4198,1123,2042,2024-05-24,Spring,301.0,No,0,No,Free Shipping,4.3,XL,Black
4199,1124,2025,2023-07-12,Summer,31.5,Yes,30,No,Free Shipping,4.2,XS,Brown
4200,1124,2006,2023-01-29,Winter,72.0,No,0,No,Express,3.9,XL,Black
4201,1124,2019,2024-12-01,Winter,100.0,No,0,No,Standard,4.1,M,Yellow
4202,1124,2034,2024-12-16,Winter,36.0,No,0,No,2-Day Shipping,3.4,S,Purple
4203,1124,2015,2023-11-24,Fall,14.0,No,0,No,Free Shipping,4.1,XL,Black
4204,1124,2035,2023-02-16,Winter,66.4,Yes,20,Yes,Standard,3.2,M,Navy
4205,1124,2040,2024-02-04,Winter,66.6,Yes,10,No,Free Shipping,3.5,XL,Yellow
4206,1124,2031,2023-09-22,Fall,37.0,No,0,No,2-Day Shipping,4.5,M,Gray
4207,1125,2004,2024-10-31,Fall,144.0,No,0,No,Standard,3.9,L,Green
4208,1125,2006,2023-10-12,Fall,108.0,No,0,No,Free Shipping,4.1,L,Black
4209,1125,2029,2024-12-13,Winter,38.7,Yes,10,Yes,Standard,4.3,L,White
4210,1125,2015,2023-07-07,Summer,23.2,Yes,20,No,Free Shipping,4.9,L,Red
4211,1125,2043,2024-07-03,Summer,77.4,Yes,10,Yes,Express,4.6,S,White
4212,1125,2014,2024-07-22,Summer,177.3,Yes,10,Yes,Standard,4.0,S,Black
4213,1125,2040,2024-02-02,Winter,61.2,Yes,10,Yes,Free Shipping,3.6,L,Purple
4214,1125,2027,2023-05-27,Spring,276.0,No,0,No,Next Day Air,3.3,S,Orange
4215,1125,2045,2023-08-04,Summer,59.5,Yes,15,Yes,Next Day Air,3.8,S,Blue
4216,1125,2013,2024-04-18,Spring,37.0,No,0,No,Express,3.3,M,Brown
4217,1125,2002,2023-03-07,Spring,21.75,Yes,25,Yes,Express,3.2,S,Pink
4218,1125,2029,2024-06-25,Summer,33.0,No,0,No,Next Day Air,3.5,XS,White
4219,1125,2002,2024-12-02,Winter,13.3,Yes,30,Yes,Free Shipping,4.5,M,Blue
4220,1126,2015,2023-02-09,Winter,16.0,No,0,No,Standard,4.4,XS,Pink
4221,1126,2040,2023-03-01,Spring,94.0,No,0,No,Standard,3.4,XS,Pink
4222,1126,2019,2024-07-12,Summer,40.5,Yes,25,No,Free Shipping,4.9,M,Yellow
4223,1126,2015,2024-09-22,Fall,18.0,Yes,25,No,Standard,4.3,L,Beige
4224,1126,2041,2023-06-06,Summer,79.05,Yes,15,Yes,Free Shipping,3.7,L,Red
4225,1126,2025,2023-06-14,Summer,26.0,No,0,No,Standard,4.0,XS,Beige
4226,1126,2021,2024-02-25,Winter,198.0,No,0,No,Standard,5.0,M,Gray
4227,1126,2024,2024-02-20,Winter,167.0,No,0,No,Express,4.0,L,Beige
4228,1126,2026,2024-01-08,Winter,74.2,Yes,30,Yes,Standard,3.6,S,Pink
4229,1126,2032,2023-07-19,Summer,226.0,No,0,No,2-Day Shipping,4.2,L,Blue
4230,1126,2031,2024-10-21,Fall,26.1,Yes,10,Yes,Express,4.2,XL,Green
4231,1126,2030,2023-02-22,Winter,20.4,Yes,15,Yes,2-Day Shipping,4.4,L,Navy
4232,1126,2011,2024-03-29,Spring,36.0,No,0,No,Free Shipping,3.9,M,Purple
4233,1126,2013,2024-11-27,Fall,61.0,No,0,No,Free Shipping,4.4,S,Navy
4234,1126,2031,2024-02-26,Winter,25.5,Yes,15,No,Express,4.6,XL,Orange
4235,1127,2042,2024-09-19,Fall,235.0,No,0,No,Free Shipping,4.8,XS,White
4236,1127,2016,2023-01-22,Winter,52.0,No,0,No,Standard,4.8,XS,Blue
4237,1127,2026,2024-01-01,Winter,71.0,No,0,No,Standard,4.9,XS,Blue
4238,1127,2030,2024-09-30,Fall,32.0,No,0,No,Express,4.7,S,Red
4239,1127,2035,2023-11-07,Fall,47.0,No,0,No,2-Day Shipping,3.5,S,Green
4240,1127,2011,2023-05-02,Spring,69.0,No,0,No,Free Shipping,3.9,L,Purple
4241,1127,2033,2023-10-15,Fall,108.0,No,0,No,Standard,3.6,S,Beige
4242,1127,2019,2023-04-10,Spring,105.75,Yes,25,No,Standard,3.9,XS,Pink
4243,1127,2031,2024-12-05,Winter,33.0,No,0,No,Standard,4.3,XS,Beige
4244,1127,2017,2024-11-18,Fall,193.5,Yes,10,Yes,Standard,4.8,S,Pink
4245,1127,2036,2023-11-04,Fall,124.1,Yes,15,Yes,Standard,4.9,XS,Blue
4246,1127,2007,2024-09-09,Fall,38.25,Yes,25,No,Express,5.0,M,Gray
4247,1127,2027,2024-06-09,Summer,193.0,No,0,No,Standard,4.8,M,Navy
4248,1127,2040,2023-02-23,Winter,96.0,Yes,25,Yes,Standard,5.0,M,Purple
4249,1128,2036,2024-11-03,Fall,118.0,No,0,No,Standard,3.0,XL,Black
4250,1128,2003,2024-08-10,Summer,31.5,Yes,25,Yes,Standard,3.1,M,Purple
4251,1128,2040,2024-01-20,Winter,87.0,No,0,No,Next Day Air,3.5,L,Green
4252,1128,2029,2024-12-25,Winter,28.8,Yes,20,Yes,Express,3.7,M,White
4253,1128,2001,2024-04-05,Spring,57.6,Yes,20,Yes,2-Day Shipping,4.6,XS,Orange
4254,1128,2044,2023-05-12,Spring,138.6,Yes,10,Yes,2-Day Shipping,2.5,XS,White
4255,1128,2005,2023-01-10,Winter,36.0,No,0,No,2-Day Shipping,3.0,XS,Navy
4256,1128,2039,2024-08-19,Summer,250.0,No,0,No,Free Shipping,4.9,M,Orange
4257,1128,2015,2024-11-11,Fall,15.0,No,0,No,Standard,2.2,XS,Navy
4258,1129,2032,2023-04-04,Spring,73.1,Yes,15,No,Free Shipping,2.6,L,Blue
4259,1129,2042,2024-10-02,Fall,176.25,Yes,25,No,Standard,3.8,M,Purple
4260,1129,2024,2024-11-23,Fall,75.0,No,0,No,Standard,3.5,S,Red
4261,1129,2011,2023-05-28,Spring,91.0,No,0,No,Free Shipping,4.9,XS,Gray
4262,1129,2001,2023-07-11,Summer,50.0,No,0,No,Express,2.7,XL,Red
4263,1129,2045,2024-09-07,Fall,82.0,No,0,No,Express,2.9,M,Purple
4264,1129,2025,2023-09-04,Fall,24.8,Yes,20,No,Standard,2.8,XS,White
4265,1130,2030,2024-05-20,Spring,34.0,No,0,No,Free Shipping,2.2,L,White
4266,1130,2032,2024-11-21,Fall,241.2,Yes,10,No,2-Day Shipping,3.0,M,Purple
4267,1130,2030,2024-11-28,Fall,50.0,No,0,No,Standard,2.2,M,Beige
4268,1130,2026,2024-01-02,Winter,142.0,No,0,No,Express,2.9,XL,Purple
4269,1130,2027,2023-07-14,Summer,166.0,No,0,No,Express,2.1,L,Beige
4270,1130,2025,2023-11-29,Fall,44.0,No,0,No,Express,4.8,L,Beige
4271,1130,2035,2023-06-06,Summer,53.0,No,0,No,2-Day Shipping,3.2,S,Orange
4272,1131,2007,2023-11-21,Fall,44.0,No,0,No,Express,4.3,XS,Green
4273,1131,2009,2024-11-08,Fall,52.7,Yes,15,No,Express,3.4,S,Red
4274,1131,2012,2023-12-12,Winter,25.6,Yes,20,Yes,2-Day Shipping,4.7,M,Gray
4275,1131,2008,2023-07-14,Summer,56.0,No,0,No,Express,4.1,S,Beige
4276,1131,2035,2024-11-12,Fall,33.6,Yes,20,Yes,Free Shipping,4.5,S,Gray
4277,1131,2041,2024-06-15,Summer,98.0,No,0,No,Standard,3.9,M,Yellow
4278,1131,2019,2023-06-12,Summer,88.0,No,0,No,Express,4.4,XS,Pink
4279,1131,2004,2023-05-13,Spring,99.45,Yes,15,No,Next Day Air,3.9,XS,Black
4280,1131,2013,2024-04-02,Spring,38.4,Yes,20,Yes,2-Day Shipping,4.4,M,Yellow
4281,1131,2035,2024-05-02,Spring,108.0,Yes,20,Yes,2-Day Shipping,4.5,M,Orange
4282,1131,2034,2024-10-09,Fall,171.0,No,0,No,Free Shipping,3.6,S,Gray
4283,1131,2009,2024-05-15,Spring,100.0,No,0,No,2-Day Shipping,3.8,L,Orange
4284,1131,2033,2023-06-01,Summer,74.25,Yes,25,Yes,2-Day Shipping,4.3,M,White
4285,1132,2039,2024-04-05,Spring,189.0,No,0,No,Express,4.6,S,Blue
4286,1132,2025,2023-03-02,Spring,24.0,Yes,20,Yes,Free Shipping,3.8,XL,Navy
4287,1132,2014,2023-10-07,Fall,105.7,Yes,30,Yes,2-Day Shipping,3.6,S,Pink
4288,1132,2035,2024-09-11,Fall,42.5,Yes,15,Yes,Free Shipping,4.1,S,Orange
4289,1132,2033,2024-01-21,Winter,74.0,No,0,No,Standard,4.7,S,Navy
4290,1132,2028,2023-10-31,Fall,12.0,Yes,25,Yes,Express,3.3,S,Beige
4291,1132,2041,2024-10-02,Fall,83.0,No,0,No,Free Shipping,4.3,XS,Red
4292,1132,2001,2024-04-11,Spring,37.6,Yes,20,Yes,Standard,3.5,XS,White
4293,1132,2007,2023-02-23,Winter,40.0,No,0,No,Standard,3.9,L,Brown
4294,1133,2037,2023-01-27,Winter,181.0,No,0,No,Express,3.2,XS,Yellow
4295,1133,2019,2023-10-17,Fall,86.0,No,0,No,2-Day Shipping,3.7,XS,Purple
4296,1133,2042,2024-12-31,Winter,133.0,No,0,No,Standard,4.8,XS,Brown
4297,1133,2040,2023-06-17,Summer,108.8,Yes,20,No,Express,3.0,XS,Beige
4298,1133,2017,2024-02-15,Winter,156.75,Yes,25,Yes,Free Shipping,4.1,XS,Gray
4299,1133,2030,2024-04-04,Spring,17.6,Yes,20,No,Standard,2.7,XL,Black
4300,1133,2022,2023-02-23,Winter,30.0,No,0,No,Standard,2.7,S,Orange
4301,1134,2022,2023-08-27,Summer,14.0,No,0,No,Standard,2.4,L,Orange
4302,1134,2008,2024-10-11,Fall,67.0,No,0,No,Standard,3.5,XS,Yellow
4303,1134,2007,2024-12-14,Winter,46.0,No,0,No,Free Shipping,2.1,S,Gray
4304,1134,2003,2024-08-19,Summer,71.4,Yes,30,No,Free Shipping,4.6,S,Green
4305,1134,2023,2023-08-06,Summer,74.0,No,0,No,Free Shipping,4.7,M,Red
4306,1134,2019,2024-07-23,Summer,92.0,No,0,No,Standard,2.5,XL,Red
4307,1134,2039,2023-12-09,Winter,126.0,Yes,10,Yes,Express,4.0,L,Pink
4308,1134,2004,2024-10-29,Fall,135.0,No,0,No,Standard,3.2,XS,Green
4309,1134,2010,2023-04-20,Spring,105.6,Yes,20,Yes,Free Shipping,4.5,XL,Red
4310,1134,2002,2024-01-05,Winter,30.8,Yes,30,Yes,2-Day Shipping,4.7,S,Brown
4311,1135,2037,2023-01-25,Winter,119.2,Yes,20,No,2-Day Shipping,3.6,L,Purple
4312,1135,2031,2023-12-02,Winter,39.0,No,0,No,Standard,4.3,L,Beige
4313,1135,2010,2024-07-28,Summer,197.2,Yes,15,No,Standard,3.3,XS,Black
4314,1135,2018,2024-09-26,Fall,31.0,No,0,No,2-Day Shipping,4.9,M,Beige
4315,1135,2003,2024-01-26,Winter,112.0,No,0,No,Express,3.4,S,Green
4316,1135,2021,2024-01-17,Winter,63.2,Yes,20,Yes,2-Day Shipping,4.6,M,Navy
4317,1135,2003,2023-09-27,Fall,98.0,No,0,No,2-Day Shipping,4.8,S,White
4318,1135,2021,2024-10-13,Fall,67.0,No,0,No,Standard,4.9,XS,White
4319,1135,2033,2023-08-29,Summer,78.0,No,0,No,Free Shipping,4.2,M,Black
4320,1135,2031,2024-12-20,Winter,34.0,Yes,15,Yes,Free Shipping,3.3,XS,Black
4321,1136,2015,2024-05-24,Spring,25.0,No,0,No,Next Day Air,3.9,XL,Black
4322,1136,2027,2024-11-03,Fall,82.0,No,0,No,Free Shipping,4.8,L,Gray
4323,1136,2003,2023-10-01,Fall,43.0,No,0,No,Standard,4.9,L,Orange
4324,1136,2016,2023-01-02,Winter,61.0,No,0,No,Express,4.7,L,Orange
4325,1136,2031,2023-08-26,Summer,10.4,Yes,20,Yes,Express,4.0,S,Blue
4326,1136,2008,2024-11-05,Fall,48.0,No,0,No,Standard,4.2,M,Green
4327,1136,2042,2023-06-28,Summer,198.4,Yes,20,Yes,Standard,4.6,L,Yellow
4328,1136,2012,2024-07-09,Summer,32.2,Yes,30,Yes,Standard,3.7,M,Yellow
4329,1136,2025,2024-04-22,Spring,29.0,No,0,No,Standard,4.8,XS,Blue
4330,1136,2035,2024-06-02,Summer,145.0,No,0,No,Standard,3.5,S,Orange
4331,1136,2029,2024-08-10,Summer,23.0,No,0,No,2-Day Shipping,4.6,L,White
4332,1137,2013,2024-03-05,Spring,32.0,No,0,No,Free Shipping,4.2,XL,Black
4333,1137,2042,2023-09-18,Fall,339.0,No,0,No,2-Day Shipping,4.9,M,Beige
4334,1137,2014,2023-04-30,Spring,153.0,No,0,No,Free Shipping,4.6,L,Brown
